"genenames","signed_p_Rp_Emp2ko_norvsOIR","signed_p_RPE_Emp2ko_norvsOIR","signed_p_SC_F_Emp2ko_norvsOIR","signed_p_Muller_Emp2ko_norvsOIR","signed_p_Microglia_Emp2ko_norvsOIR","signed_p_Cone_Emp2ko_norvsOIR","signed_p_BC_Emp2ko_norvsOIR","signed_p_AC_Emp2ko_norvsOIR","signed_p_Melano_Emp2ko_norvsOIR","signed_p_Immune_Emp2ko_norvsOIR","signed_p_Endo_Emp2ko_norvsOIR","signed_p_R_BC_Emp2ko_norvsOIR","signed_p_other_BCs_Emp2ko_norvsOIR","signed_p_B_T_Emp2ko_norvsOIR"
"Wdr37",3.89837550555504,-1.45062521946082,-0.739248578630227,0.557044057739113,0.99207536211485,1.35004192336726,0.213085436344017,-0.258865244314814,0.773448865494227,-0.760732692713064,-0.571790277809913,-0.0814621059924504,0.507526437580423,-0.0957601372562825
"Wdr38",0.327993190309052,0,0.569297982175488,0.443624153586005,0,0,0,0,0,0,0,0,0,0
"Wdr4",-0.191212333655599,0.323746828090993,0.705259998566428,2.45402028205167,-0.149686880686918,-0.0943008538871596,0.136327270996885,-1.19989643244726,0.037230846977204,-1.46258819714193,-0.301598472201222,0.0400245754395578,-0.331725109611057,-0.0835399324092483
"Wdr41",0.548516583473837,0.450825776794055,-0.279356466915688,-0.339316909962011,-0.17358398432832,1.23949086171061,-0.0820676454515968,-0.249697722346205,0.249526421903238,-0.842975291557873,0.231401798472262,-0.78509519966969,-0.10464453904067,-0.154196089079701
"Wdr43",0.649323897379039,0.367088180616017,0.806021425089463,-0.0974458705553222,0.85520135496297,0.0876627869922051,-0.591254094327137,0.272320556052154,-0.868765993489366,0,-1.09785743729709,-0.0322377124922138,-0.658958134935121,-0.142332564979704
"Wdr44",-0.105481248620208,0.323746828090993,-0.29404273412219,0.24902824193543,0.502009003093268,0.355884293435416,0.44224985546645,-0.866347135250691,-0.868765993489366,-0.0249723567359555,-0.651651280968678,-0.863523917929821,0.0469285602513159,-0.139116536863841
"Wdr45",0.0447019517047168,0.0750856248533285,0.071552097003268,0.2100149023326,-0.0979169723387228,-1.48950745753315,0.0252996710171985,0.019839866758329,-0.821730289474043,-0.0886043512938962,-0.423338170947949,-1.07619554228851,-0.165150633866457,-0.0366198785891475
"Wdr45b",-0.578833716975173,-0.0567990514954364,-0.582170351157938,-0.0618496522393256,0.731662840368916,-0.436045284117831,-0.359108674744854,0.0689607746860563,0.0869986874276279,-0.720136398218847,-0.625286727864656,0.99120614899558,-0.211696439434825,-0.526572049739011
"Wdr46",0.0267153196778583,0.893385258036598,0.553665447182396,-0.0702005224169517,0.393400369418485,0.0667512302496224,0.135931510280932,0.569652824011954,0.171062727326667,-0.104196723765687,-0.328354348556853,-0.116150209902525,0.387178130988271,0.431430310869644
"Wdr47",-0.197478745961938,-0.267136808657989,-0.103496298964182,-0.0216406274161385,-0.390496760596231,-0.58333317210481,-0.572743043722791,-0.357240766377996,0.125075033788604,-0.0427349091801943,-0.160702271447609,-1.01925649302313,-0.113124264277558,-0.072450807148472
"Wdr48",-0.446581249281744,-0.200801351416115,-0.198967498065074,0.738130424897024,0.343828320407348,-0.226030171773343,-0.0218229514493963,0.600332838894577,-0.477330835212349,0.101387719411299,-0.15114057392345,-0.0152045932550031,0.926634903011747,0.898228678525613
"Wdr49",0.149258062957687,0,-0.687575099518156,-0.289148411157972,0,0,-0.53143577669194,0.575918481071897,0,0,0,0,0,0
"Wdr5",-0.145411266587222,0.272613104240287,0.16278810269997,0.21285620711189,0.866951809112429,-0.417172285888403,0.154345018786836,-0.119912887681942,0.0488957598095479,0.365188553119355,-1.22869923238691,-0.270272877399855,0.275803266257248,-0.633589285776321
"Wdr53",-0.212967903494016,0.385409298141776,1.09482743280635,0.200998855105701,-0.169160191895234,-0.398140758205458,0.439795946742596,-0.143799480975252,0.259638602394189,0,0.49404392836643,-0.0108018891466287,-0.510283474845757,-0.188373479578804
"Wdr54",1.00687160877226,-0.634674730720533,-0.076494270439108,1.49442485261972,-0.169160191895234,-0.209522034975841,-0.0479999678874109,-0.151119973891818,0.259638602394189,-0.259638602394189,-0.156437603091355,-0.495952048259882,1.55125529305301,0
"Wdr55",-0.775251394388211,0.749196430677111,0.0302329906584977,0.3470295390436,-0.0616795451338473,0.039044406734453,1.47978818148824,0.0135304224515957,0.428228700163429,-0.119389106332139,0.294227845881863,-0.0484012551745125,0.387178130988271,0.699618278076947
"Wdr59",0.0219492724235007,-0.266334032384086,0.362731363537445,-0.0583307781075256,-0.0879275178581305,0.0251086425616628,0.214523630682927,-0.12145457812805,0.113328984851768,-0.0427349091801943,-0.259147931902702,-0.477150570794219,-0.224318807755798,0.454306408412289
"Wdr5b",0.261218678744854,-0.305048567626358,-0.42213726967427,-0.0191783043961649,-0.510985152624959,-0.479022139602986,-0.187935897120518,1.61107527854339,0.0655861374900687,-0.245181203443877,-0.0748925716323283,0.233795281533723,-0.110305759828339,-0.188373479578804
"Wdr6",-0.5409023688583,-0.331194747996893,-0.32035296767092,-0.40747034106027,-0.214900613884993,-0.831664609654275,0.0523839065709497,-2.26194780849943,-0.221954117095101,-0.259638602394189,1.48858007266185,-0.333107272149493,-0.0530054626841011,-0.120957615765547
"Wdr60",-0.903142727683308,0.0029019626966804,-0.0246408285423708,0.658975024512343,-0.584988042792598,-0.167322824353029,-0.0196288817486923,-0.141891599993996,-0.724783334415326,-0.259638602394189,-1.28415394269749,-1.43590443349229,0.197015514716901,-1.08177340877305
"Wdr61",-0.310747366257778,0.0928906715228874,-0.151567129250563,0.417193824417224,0.265314486763578,-0.396950059141129,-0.0322857899945667,-0.033384851366057,0.26711710570862,-0.35995289584119,-0.702108698769551,0,0,-0.175024675474619
"Wdr62",-0.150333219576547,0,0.146313426676378,0.848877528924699,-0.435037324148331,0.605964008786993,0,-0.643864662989056,0.86944297058861,-0.428228700163429,0,0,-0.134044953826139,-1.08177340877305
"Wdr63",-0.151318605642342,0,0,0,0,0.374164467855552,0,0,0,0,0,0,0,0
"Wdr64",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wdr66",-0.143400337275285,0.384236867940088,1.32611809312498,0.719465328250341,-0.269772867862688,-0.428074476248833,-0.520661865486229,-0.0811113119254345,0.86944297058861,-0.259638602394189,0.49404392836643,-1.25625108076231,-0.30027859978663,-1.08177340877305
"Wdr7",-0.0905037786326344,0.722560345769832,-0.19531252289073,-0.269816416093974,0,0.36484109201936,0.113080845942255,-0.149694755531658,0.0529481447452732,-1.67197231463441,-0.286237594576457,-0.00752144173336227,-2.05799135336881,0.526572049739011
"Wdr70",-0.233251970473286,1.72632320891348,-0.241225073579268,-0.100166779238402,-0.395611800645866,0.0195791487536618,-0.573288943678034,-0.105548891069334,0.562903345812827,-0.227407778369183,-0.367918861432494,-0.0167984550656369,-0.387010009827787,0.574120385479887
"Wdr72",0,-0.0896974429436693,0.578292024726596,0,0,0,0,0,0,0,0,0,0,0
"Wdr73",-0.0943012373798473,0.411695860225555,0.114623976566482,0.850635947135438,-0.160753431838585,0.773830526544028,-0.00581506304932181,0.0104898727114736,0.149445221982504,0,-0.364748835169889,-0.138085078909824,-0.172359731881895,0
"Wdr74",0.144466205623938,-0.99773517865363,-0.0813406416328431,1.27375114740017,-0.654274087665173,-0.216042078853688,0.883118786070266,0.70960786681068,0.0488957598095479,-0.149445221982504,-0.120246290382481,-0.934382129919675,-0.0976806846085444,0.321206613429826
"Wdr75",0.491570030967456,-0.100424187493267,-0.295275514291902,-0.0510418799053552,-0.00374824785084018,0.387004695373194,-0.0284321998291073,0.067656261023134,-0.428228700163429,-0.403644682273405,-0.102605156694486,-0.0513200970698226,-0.105407510292231,0.252564910449505
"Wdr76",1.06832687797229,-0.494962210472484,0.491541741197093,0.482736667730826,-0.987186609257133,-0.795213561131167,0.155925827398391,0.77788893588585,-0.428228700163429,0,0.676813139281898,-0.58531372377469,1.70818498164749,-1.25968034529714
"Wdr77",-0.108917372818444,-0.442576215126563,-0.897139742366413,-0.0196757086405746,0.802829959466723,-0.119946265114125,-0.28081632301748,-0.409083723849117,0.0976708502561904,0.00571804085647929,-0.449563184860625,0.241511790174582,-0.606952914555607,-0.191826748334579
"Wdr78",-2.53505348991368,-0.452247064625908,-0.133075402467379,-0.298394446488093,-0.269772867862688,-0.307632534095004,-0.0945297971167542,1.82531851030747,0.282917776626013,-0.259638602394189,0,-0.737857843258318,-0.126539410185029,-1.08177340877305
"Wdr81",-0.0478109436706247,0.607628185534297,-0.229054362197007,-0.11880253783039,1.23257922724038,0.0476537392540027,-0.319273439539545,0.541572506633096,0,0.01067834220676,0.360809460057043,-0.018784587438428,-0.122770354725986,-0.0666146885517608
"Wdr82",-0.179030494166382,-0.456280584915455,0.0034585849326266,0.376598733040256,1.86667257112663,0.506585784667247,0.405475979564906,-0.197319748632458,-0.198703643533777,-0.227948515039655,-0.031667922986938,-0.0638570779036141,0.778670383443112,-0.32348384493774
"Wdr83",0.718026043789397,-0.0404966049994617,2.23362501474152,-0.209448673278427,-0.00374824785084018,-1.14593474033244,0.287551726143952,-0.244869215690071,0.193359720036057,0.216343641666727,-0.259147931902702,-0.67162219547924,-0.0573066837673193,-0.120957615765547
"Wdr83os",0.092568435394391,-0.052246079832291,0.372857159142794,0.0898538322530208,0.61887654191086,0.623334596481323,0.641622929982512,-0.387436324807506,0.456121763952668,-0.00489618697406169,1.26464104320837,0.215360966401079,-0.951561111642304,0.34247689155629
"Wdr86",0,-0.463098739365997,-0.227126469168667,0.443624153586005,-1.5383132064685,0,0,0,0,-0.86944297058861,0,0,0,0
"Wdr89",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wdr90",0.298005972063482,0.386583017065232,0.189344875136698,-0.590936264039647,-0.137356275507025,-0.773909670239594,-0.278097956351515,0.222838147431396,-0.402017262869393,-0.259638602394189,1.40878153710553,-0.196558590264808,-0.162827326020346,-1.08177340877305
"Wdr91",-1.69225581203986,-0.281014316094437,0.599776059229722,0.894541697097293,-0.22052389704577,-0.638003064243653,-0.106944272296032,0.0116596171391707,-0.872940769144565,-0.611943256076846,-0.174911652438347,0.279898267007719,0.0996759224456892,-0.0728452614407094
"Wdr92",-0.660173706106066,-0.221194058910459,-0.138783847176972,-0.903571241006991,-0.269770678562946,-0.781370651953125,-1.43913182442509,0.283338120598532,-0.57938114717758,-0.020879000933751,-2.58155187540474,0.179031383435941,-0.157619700030692,0.576460425757934
"Wdr93",2.5312097222725,0,0,-0.0379428559737693,0,-1.13670622799777,0.172046162900748,0.978252705449391,0.86944297058861,0,0,-0.67141629172998,0,0
"Wdr95",0,0,0.311104714102595,-0.889667667947528,0,0.967292585254963,-0.53143577669194,0,0,0,0,0,0,0
"Wdsub1",-0.93083841691869,-0.296254423267862,0.00758082975467057,-0.580209501144547,-0.021181791644261,-0.0976090461432861,0.392165393559298,1.10191599988686,-0.892923527650789,0.0988114904523388,-0.157067547230453,-0.431915139406281,-2.57249481330658,-0.188373479578804
"Wdtc1",-2.40617963363386,-0.926040262375938,0.181971080374025,0.790484388710307,0.645055314923599,-0.0769836888075717,0.110665365229051,-0.259154294017012,0.208637324496899,0.676884788162162,0.110049270003061,0.0638267658515884,0.363822006439117,-0.166019942086155
"Wdyhv1",0.299396071239241,-0.145786680093801,0.226912591925573,2.29150583729191,-0.123957092406207,-0.00942668220784318,0.09249275234402,-0.150498870764961,0.452176892847719,-0.513070180824303,-0.384961720700191,-0.0484012551745125,-0.651364665370387,1.24012165515672
"Wee1",-0.643860318075883,-0.000560811863044688,0.0926692654292939,-0.143531484945429,-0.486389067077487,-0.63235906606001,-0.881645338738696,0.404605689683949,-0.765244907915225,-0.86944297058861,-0.140795205011498,0,0.530326864622094,0
"Wee2",-0.101850356076369,0,0,0,0,0,-0.0235953355154514,0,0,0,0,0,0,0
"Wfdc1",-0.804260498196956,0.00448751475100767,0.453453654083599,-0.241971344761791,-0.169160191895234,0.374164467855552,-1.20701865437621,-0.387753475192759,0.215094629373847,0,-2.52865698989887,0.310587542543016,0.569768962985235,0
"Wfdc10",0,0,0,0,0,0,0,0.359848398171227,0,0,0,0,0,0
"Wfdc11",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wfdc12",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wfdc13",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wfdc15a",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wfdc15b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wfdc16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wfdc17",0.513544008486567,0.497726801434794,0,0,0.694134139727406,0,0.439795946742596,0,0,0.383274427228503,0,0,0,0
"Wfdc18",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wfdc2",0.578707267985389,0.10877143716136,-1.79284920832986,0,0,-0.81768223847612,-0.0571648251492883,0.0540962298644799,0,0,0,0,0,0
"Wfdc21",-0.327993190309052,0,0,0,0,0,0,0,0,1.62353938788069,0,0,0,-0.188373479578804
"Wfdc3",-0.924931440289092,0.19465192193216,0,0,0,-0.102097480176209,0,0,0,0,0,0,0,0
"Wfdc5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wfdc6a",0,-1.73755935881247,-0.31827832730706,0,0,0,0,0.575918481071897,0,0,0,0,0,0
"Wfdc6b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wfdc8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wfdc9",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wfikkn1",-0.549860574604985,0.803958031932586,-0.250577941848924,-0.830945305271629,-1.5383132064685,0.157485883545187,-0.950795522421471,0.343577673097584,0,0,-1.28415394269749,-0.310587542543016,-0.698534228575058,0
"Wfikkn2",-1.38882838159574,9.58497182031398,1.3307039620555,-0.895563127514512,0.355638922500618,-0.63235906606001,0.720732940906688,0.102825653035225,-0.259638602394189,0,0,0,-0.300869981487719,-0.188373479578804
"Wfs1",1.94048963122405,-0.044627479928655,0.440355384651058,0.713026053860681,-0.0658427227667889,1.61243971149718,-0.0866616233743846,1.75106648082584,0.0442772698905559,-0.0655861374900687,-0.315824696955418,-0.018784587438428,0.570379935760739,-1.04961803727417
"Whamm",0.0311113329939034,-0.0763965789930287,-0.0843084869605157,1.29390124836065,-0.0997139198592904,0.332066788102156,0.16542639793175,0.0368375662301362,-1.16057343169974,-0.377644096331252,0.0690117815091464,-0.0587459645176453,0.0642769346895021,-0.0484388417024164
"Whrn",-0.992128815064514,0.16245663271423,-0.249706347431011,-0.22685596480339,2.09170456480578,-0.140841389699928,0.125772770684226,2.30639786258639,0.108303865475567,-0.245181203443877,-0.148414301568388,-0.548721886842797,-0.15555268380821,-0.875656281490495
"Wif1",0,0.497726801434794,-0.737454958106625,0,0,0.374164467855552,0,0,0,0,0,0,0,0
"Wincr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wipf1",-0.59376183352039,-1.34198791252292,-0.338958914009864,2.8285765691438,0.666369397240569,0.102097480176209,-0.53143577669194,0.149041264522211,0.308729505551099,-0.381903832514051,1.49449099899471,0,-0.698534228575058,-0.021737451990483
"Wipf2",-1.04156554040942,0.522291536907811,0.291636249055752,-0.19449761698547,-0.0289318431986942,-0.0418223594209761,-0.203352029840767,0.088207627893122,0.149445221982504,0.670530996274388,-0.184140097207233,0.451692734863301,-0.165150633866457,0.248714261138186
"Wipf3",-0.192722647936916,-1.70830502113909,-0.42701337521274,0,0,0.374164467855552,0,0.0274750088806998,-0.641179641275134,0,1.03571218686022,0,0,0
"Wipi1",1.17769945808982,-0.074844452600094,-0.572219041040064,1.3291506347264,-0.0512712021041259,-0.898530014535471,0.438933787459559,0.194338996625375,1.50027795435961,-0.428228700163429,-0.19597635742246,0.435482256451858,0.899032643420256,0
"Wipi2",-0.585617399196088,-0.0647250858721271,0.344524805631903,0.510413451525309,-0.447662111732126,0.368917338209703,0.0362034375727377,0.151624244069363,0.305802591200265,0,0.0320143782722092,1.6079761007228,-0.683003774323856,0.839761213922634
"Wiz",0.264296222554612,0.492752843400687,0.31004397226595,1.17504928104554,-0.14912161771398,0.174071397036646,-0.295281794599829,1.4091569324734,-0.267864825076547,-0.372577759513533,0.0632144907636795,-0.279921768497567,0.814216946374153,-0.646183051228151
"Wls",-0.228794928105005,1.67670173561618,0.863803293304057,-0.889667667947528,-0.105014686899804,-0.63235906606001,-0.0813059873383402,0.359848398171227,-0.768497059043444,-0.487728144023467,-0.749498821192341,0.310587542543016,-0.698534228575058,-0.366971380915926
"Wnk1",-0.208910603172088,-0.700745501413681,0.908459224980751,1.90599776392212,0.464486802910899,-0.0435668805618238,1.3198242974886,0.70796867117047,-0.42947499092736,-0.488726909227181,-0.266412085497405,-0.01517015288408,-0.271092288572877,0.189702280907419
"Wnk2",0.0661593514997837,-0.49244787610438,-0.340317241812597,1.46547867130278,-0.355638922500618,-0.654565504668012,0.508527392932656,0.732577842675618,0,-0.259638602394189,-0.293274579656526,0.9306411746516,-0.651215668998237,-0.188373479578804
"Wnk3",-0.270531759290678,0.249667349157673,-0.713661922074909,0.940403483768047,0,1.01652784023206,0.84006863251371,0.778638371636943,0,0,0,-0.0195819211494114,0.353579648269071,0
"Wnk4",-0.286825542408347,-0.113179383974864,-0.212798388430135,-0.0401768793240584,-0.367551171392507,0,0,-0.3100889765922,0,0,0,0,-0.300869981487719,0
"Wnt1",0,0,0.152409322003454,0,0,0,0,0,0,0,0,0,0,0
"Wnt10a",0.327993190309052,0,0.935362702815536,0,0,0,-0.0358575794093054,0,0,0,0,0,0,0
"Wnt10b",-0.744915932111508,0,-0.184594360962364,0,-0.269772867862688,0.374164467855552,0,0,0,-0.86944297058861,0,0,0,0
"Wnt11",-0.102320157500871,0,-0.386866026390938,0,0,0,0,0.145448886884347,0,-0.502299482573821,0.294227845881863,0,0,0
"Wnt16",0,-0.801225404476663,-0.37064058251767,0,0,0,0,0,0,0,0,0,0,0
"Wnt2",-0.777364330577808,0,0.671441067556237,0,0,0,0,0.575918481071897,0,0,-0.294227845881863,0,0,0
"Wnt2b",-0.777364330577808,-0.801225404476663,0.232167663705787,-0.541144687362586,-0.269772867862688,-0.63235906606001,0.439795946742596,-0.643864662989056,0,0,0.294227845881863,0,-0.698534228575058,0
"Wnt3",-0.748163693727537,0.497726801434794,-0.42701337521274,0,0,0,0,0,0,0,0,0,0,0
"Wnt3a",-0.777364330577808,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wnt4",0,0.00058482895317221,1.26141447073574,-0.541144687362586,0,0,0.439795946742596,0.575918481071897,0,0,0,0,0,0
"Wnt5a",-2.05817509403817,-0.438680521555815,-0.0865436871096504,-1.33095593452928,0,0.281568456204286,-0.914744286559961,-2.42744957098509,-0.216343641666727,0,-0.19738484851593,0.859085402866293,-0.134044953826139,0
"Wnt5b",0.327993190309052,-0.459007917255495,0.0108924791614141,0.926192337397086,0,0,-0.0235953355154514,-0.387753475192759,0.259638602394189,0,0.0905517230031508,-0.504172783380735,-0.300869981487719,0
"Wnt6",0,0,0.051785468097712,-0.601026684100635,0,0,0,0,0,1.16057343169974,0,0,0,0
"Wnt7a",0,0,0,0,0,0.374164467855552,0,0,0,0,0,0,0,0
"Wnt7b",0,0,0,0,0,0,0,-0.387753475192759,0,0,0,0,0,0
"Wnt8a",-0.192722647936916,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wnt8b",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wnt9a",-0.623171749739228,0.00245425093327894,0.0767680112546004,2.82362329815432,0,0.305784326826658,-0.419197784361447,0,0,0,0,0.310587542543016,-0.300869981487719,0
"Wnt9b",-0.410352989508293,0,0,0,0,-0.460042979422175,-0.32749653919238,0.387753475192759,0,0,0,0,0,0
"Wrap53",-0.964489270005776,0.101566099408586,0.694595248699315,1.53106228806179,0,0.0898160068900144,-0.35666524922784,0.43278071384242,0.037230846977204,-0.171062727326667,-0.293274579656526,0.116323487524021,0.429510797439419,0.576460425757934
"Wrap73",-2.1247370230132,-0.818734794336973,0.136257362044732,0.174169676199947,0.802770398586972,0.508117524324406,-0.181452670368453,-0.161658269354592,-0.33387555748726,-0.0427349091801943,-2.11886525903502,-0.294611363123926,-0.0322359073912934,-0.719264496732971
"Wrb",-0.729083344828864,0.754474261317831,-0.326973792149811,-0.372509252075982,-0.113851925236024,0.0638823559176156,-0.240771616719757,-0.275274695063636,0.154985540075653,0.57938114717758,0.172324679680619,0.148603626175939,-0.12216169895067,0.576460425757934
"Wrn",0.369843719615662,0.377792087877169,0.207122475152415,0.825819717664143,-0.0905523804092278,0.111753830836562,0.632835534537989,-0.647550154498158,-1.13665308095915,0.281050815098008,0.872834454199624,-0.176269832014865,0.256674673950826,0.228485686096911
"Wrnip1",-0.406112436301351,-0.0873349257185566,-0.230912911572474,-0.348481988160627,0.743677788866978,0.0554389260534168,0.273088786064023,0.316423873539415,-0.402017262869393,0,-0.163781191245913,-0.416845620322337,0.09465754055068,-0.166019942086155
"Wsb1",1.36392508584519,-0.732969954754778,1.64883232844869,0.78853627046922,1.08242923776154,0.61394958748935,3.59003458384246,2.65605137663108,0.85349430186393,-0.204582294292924,0.690373897891265,1.36643239428777,0.139279255968091,-0.557849583316166
"Wsb2",-0.247164126271084,-0.225812739899796,0.276454202225389,0.652072085775828,1.59589416904886,-0.557914353313115,2.59163133251411,-0.342740588545394,-1.44774710381197,-0.171062727326667,-1.09785743729709,-0.401120574747379,0.939211179960097,-0.294263541443204
"Wscd1",1.01018648277749,-3.61758343104284,0.0509763836397286,-1.73534596790515,-0.435037324148331,1.00314529244732,0.405927153375743,-1.14713091844488,0.259638602394189,0,-0.735445712124571,-0.621836023087161,1.34443795891307,0
"Wscd2",-0.569496327338413,0.49508204216719,0.644489879685392,0.443624153586005,0,0.0826072025105729,0.581245532808016,0.165401246071738,0,-0.86944297058861,0,-0.953480533295212,-0.125031303043748,0
"Wt1",0.327993190309052,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wt1os",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wtap",0.404000866809944,-0.577076072492795,-0.117548270660109,0.6371764683217,-0.107070883528861,0.0672198876712672,-0.190920830770662,-1.12868169819546,0.412696037941379,0.491829804036769,-0.870380794048672,-0.243809433524243,-0.0867944155329287,-0.235365421639187
"Wtip",1.17284782097453,-0.613444007125965,-0.461333797857383,0.395368843877028,-0.0604019812532393,0.115112214123415,-0.0405342943220054,0.0702014589280067,-0.139747835970022,-0.020879000933751,0.021867427811499,0.385238979107558,0.614120401301517,-1.08177340877305
"Wwc1",-0.151050942826828,-0.157443559321333,-0.300578324405953,-0.0162696659576981,0,-0.447949832141054,0.439795946742596,0.0540962298644799,0.282917776626013,0,0,-0.310587542543016,0,0
"Wwc2",-2.93081987909091,-1.06512327462762,0.298759993686593,0.712175844357549,0.465785548584984,-0.355033875547975,-0.899007933695218,-1.26591126495128,0.49836958527724,-0.325608827152399,-0.364068521062187,-1.58850232274096,-0.58499340447544,0
"Wwox",0.102649280457752,0.242294639482799,0.127291793321668,-0.128546832228133,0.553791266458879,-0.118496342947522,0.525850525537483,-0.579075055698899,-0.542726405839399,0.724783334415326,0.0876732686105809,-0.0153803631473023,-0.525087289999508,-0.206416144338358
"Wwp1",-0.0414957996055436,-0.270317493843928,-0.0814202807847253,0.272751997307042,-0.525234434462407,-0.337290109864148,-0.824852252812869,1.02609868751968,-0.341536370003515,-0.108352591242976,0,-0.274901365819985,-0.130223064735102,0.477156375298385
"Wwp2",-0.134405486022914,-0.0397958819784031,0.0309127981274735,1.12256291681823,-0.257043581134282,0.00843705109317178,-0.835362474701396,0.515671789647257,-1.39816736415933,-0.301602644376293,0.160781862254781,-0.0534989035610419,0.518621914118255,-0.0111034832597307
"Wwtr1",3.25447763711916,0.0614581691570405,-0.471220427698737,3.15618685619225,-0.435037324148331,-0.969980458062477,-0.175534705241171,-1.11086613885892,0.368157685269517,0,0.00606724814035928,0,-1.23091902577221,-0.328828049866948
"Xab2",1.59685900338982,0.0453716303994005,-0.773159175466263,1.96574433908937,0.557459760151299,0.697310082470935,0.570204684107052,0.0482953475189798,-0.655542997722864,-0.534200552923318,-0.654460927744645,0.123012997326039,-0.0223779505511407,-0.0404266293223994
"Xaf1",-0.644268808082276,0.370008405337559,-0.323888988392354,0.194958400025037,-0.230153791706483,0,-0.53143577669194,-0.387753475192759,0.212261818211833,-0.430039477694027,-0.887862398237758,0,0,-0.328828049866948
"Xbp1",0.0129085139544274,-0.135764845991976,0.233032755919296,1.46189871012701,0.570069585147604,0.876464239058828,-0.267019645694521,-0.244140737383817,-0.204919111076417,0.00907676392922527,0.53986646550914,-0.0309847874182927,-1.45524626561489,-0.0666146885517608
"Xcl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xcr1",0,0,0,0,0,0,0,0,0,-0.86944297058861,0,0,0,0
"Xdh",-0.29203178202689,0.497726801434794,-0.3338796885275,0.443624153586005,0.584988042792598,0.374164467855552,0,0,0,0.495979562738545,0.422766190647261,0,0,-0.188373479578804
"Xiap",-11.4236471800506,-0.192602225648786,0.132459950650961,0.299391845216664,0.847672852032078,-0.404070274860883,-0.215334319541518,-1.02186489533145,-0.565384704373185,0.285049914354864,-0.148194965653193,-1.54284019820195,-1.03756902064868,-0.0837006248673985
"Xirp1",0.327993190309052,0,0.29121087796025,0,-0.269772867862688,0,0,0,0,0,0,0,0,0
"Xirp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xist",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Xk",0.553189623984767,-0.129479200306574,0.297078290705834,0.298243373095945,-0.169160191895234,-0.16519401461502,0.439795946742596,-0.533093515754767,0.428228700163429,0,0,-0.310587542543016,-0.450420256577326,-0.206416144338358
"Xkr4",0.859566973731909,0.501287237568003,0.562078753462853,0.511944644988212,0,0,0.434360165811671,1.02294830801769,0,0,-0.294227845881863,0.685178833250413,0.945961317942191,0
"Xkr5",0.327993190309052,0,0.569297982175488,0,-0.169160191895234,0,0,0,0,0.0988114904523388,0,0,0,0
"Xkr6",0.0834965436904972,0.498120757158108,0.134217172585123,0.654206839533101,0,0.6201816394417,1.58983604565408,-1.28452998114071,0,0,0,0.419645486003321,0.299572619971715,-1.08177340877305
"Xkr7",-2.00962348528008,0,-0.687575099518156,-0.541144687362586,0,0.251398169681098,1.26987569461942,0.163974029887791,0,-0.259638602394189,0,-0.0152671780882209,0,0
"Xkr8",-0.369201695253572,0.00650013324245561,0.00636743769107968,0.0110393600150894,-0.657930618143299,0.605964008786993,-0.0567861309830027,-0.537175521485342,0.435615605976715,-0.149445221982504,-0.0523254129313265,0,0.300869981487719,0
"Xkr9",0,0,-0.42701337521274,0,0,0,0,0,0,0,0,0,0,0
"Xkrx",0.150269608957202,0.497726801434794,0.0561199423166438,0.639426667240564,0,-0.0940744369018955,-0.593885912263509,0.678886428556979,0,-0.259638602394189,0,0.730303103931903,-0.541294391524164,-0.366971380915926
"Xlr",0,0.497726801434794,-0.42701337521274,0,0.291240043404691,0,0,0,0,-0.282917776626013,0,0,0,0
"Xlr3a",0.0298902438719563,0.497726801434794,0,-0.0379428559737693,0,-0.0940744369018955,0.978352895334934,-0.643864662989056,0,0,0,0,0.300869981487719,0
"Xlr3b",0.105280752015922,-0.496149853736183,0.0509763836397286,-1.45533631616035,-0.169160191895234,-0.432870304588809,0.0235953355154514,0.412383867821082,0,0,-0.49404392836643,0.310587542543016,0,-0.188373479578804
"Xlr3c",0.367364012487653,-0.496149853736183,-0.42701337521274,0.443624153586005,0,-0.63235906606001,-0.881645338738696,-0.643864662989056,0,0,-0.73183898546358,-0.310587542543016,-0.300869981487719,-0.188373479578804
